name,tag,oNamCol,product
gpsA,Sant_3994,gpsA,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
secB,Sant_3995,secB,Preprotein translocase subunit
grxC,Sant_3996,grxC,Glutaredoxin 3
yibN,Sant_3997,yibN,Rhodanese domain-containing protein
envC,Sant_3998,envC,peptidase M37
Sant_3999,Sant_3999,hypothetical protein,hypothetical protein
lpsE,Sant_4000,lpsE,Glycosyl transferase group 1
Sant_4001,Sant_4001,hypothetical protein,hypothetical protein
rfaD,Sant_4002,rfaD,ADP-L-glycero-D-mannoheptose-6-epimerase
waaF,Sant_4003,waaF,ADP-heptose:LPS heptosyltransferase II
waaC,Sant_4004,waaC,ADP-heptose:LPS heptosyl transferase I
Sant_4005,Sant_4005,Glycosyl transferase family protein,Glycosyl transferase family protein
rfaZ,Sant_4006,rfaZ,Putative lipopolysaccharide glycosyltransferase
rfaL,Sant_4007,rfaL,Putative lipid A core:surface polymer ligase
walW,Sant_4008,walW,Lipopolysaccharide biosynthesis protein
waaB,Sant_4009,waaB,Putative lipopolysaccharide glycosyltransferase
waaH,Sant_4010,waaH,Family 2 glycosyl transferase
waaQ,Sant_4011,waaQ,Putative lipopolysaccharide glucosyltransferase
waaG,Sant_4012,waaG,Putative lipopolysaccharide glycosyltransferase
waaA,Sant_4013,waaA,3-deoxy-D-manno-octulosonic-acid transferase
kdtX,Sant_4014,kdtX,Lipopolysaccharide core biosynthesis glycosyl transferase
coaD,Sant_4015,coaD,Phosphopantetheine adenylyltransferase
mutM,Sant_4016,mutM,Formamidopyrimidine-DNA glycosylase
rpmG,Sant_4017,rpmG,50S ribosomal protein L33
rpmB,Sant_4018,rpmB,50S ribosomal protein L28
radC,Sant_4019,radC,DNA repair protein
dfp,Sant_4020,dfp,Bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase
dut,Sant_4021,dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase
slmA,Sant_4022,slmA,HTH-type protein
pyrE,Sant_4023,pyrE,Orotate phosphoribosyltransferase
Sant_4024,Sant_4024,hypothetical protein,hypothetical protein
rph,Sant_4025,rph,Ribonuclease PH
Sant_4026,Sant_4026,hypothetical protein,hypothetical protein
Sant_4027,Sant_4027,Arginase-like protein,Arginase-like protein
Sant_4028,Sant_4028,Oligopeptide ABC transporter ATP-binding protein,Oligopeptide ABC transporter ATP-binding protein
Sant_4029,Sant_4029,Oligopeptide ABC transporter ATP-binding protein,Oligopeptide ABC transporter ATP-binding protein
Sant_4030,Sant_4030,N-methylhydantoinase A,N-methylhydantoinase A
Sant_4031,Sant_4031,N-methylhydantoinase B,N-methylhydantoinase B
Sant_4032,Sant_4032,MmgE/PrpD family protein,MmgE/PrpD family protein
Sant_4033,Sant_4033,Binding-protein-dependent transport systems inner membrane component,Binding-protein-dependent transport systems inner membrane component
Sant_4034,Sant_4034,Binding-protein-dependent transport systems inner membrane component,Binding-protein-dependent transport systems inner membrane component
Sant_4035,Sant_4035,Extracellular solute-binding protein family 5,Extracellular solute-binding protein family 5
Sant_4036,Sant_4036,Putative peptidase,Putative peptidase
Sant_4037,Sant_4037,citrate synthase-like protein,citrate synthase-like protein
Sant_4038,Sant_4038,Transcriptional regulator LysR family protein,Transcriptional regulator LysR family protein
Sant_4039,Sant_4039,Major facilitator superfamily transporter,Major facilitator superfamily transporter
Sant_4040,Sant_4040,hypothetical protein,hypothetical protein
Sant_4041,Sant_4041,hypothetical protein,hypothetical protein
Sant_4042,Sant_4042,putative integral membrane protein,putative integral membrane protein
Sant_4043,Sant_4043,FAD dependent oxidoreductase,FAD dependent oxidoreductase
yplA,Sant_4044,yplA,Phospholipase A
Sant_4045,Sant_4045,Polyketide synthase,Polyketide synthase
Sant_4046,Sant_4046,Putative GCN5-related N-acetyltransferase,Putative GCN5-related N-acetyltransferase
ydeP2,Sant_4047,ydeP2,Formate dehydrogenase oxidoreductase protein
Sant_4048,Sant_4048,XRE family transcriptional regulator,XRE family transcriptional regulator
ttr,Sant_4049,ttr,Putative acetyltransferase
Sant_4050,Sant_4050,putative acyl esterase,putative acyl esterase
Sant_4051,Sant_4051,Putative hydrolase,Putative hydrolase
Sant_4052,Sant_4052,Transcriptional regulator AraC family with amidase-like domain,Transcriptional regulator AraC family with amidase-like domain
Sant_4053,Sant_4053,hypothetical protein,hypothetical protein
Sant_4054,Sant_4054,Major facilitator superfamily transporter,Major facilitator superfamily transporter
Sant_4055,Sant_4055,ABC peptide/opine transporter periplasmic substrate-binding protein,ABC peptide/opine transporter periplasmic substrate-binding protein
Sant_4056,Sant_4056,Oligopeptide/dipeptide ABC transporter ATPase subunit,Oligopeptide/dipeptide ABC transporter ATPase subunit
Sant_4057,Sant_4057,Oligopeptide/dipeptide ABC transporter ATPase subunit,Oligopeptide/dipeptide ABC transporter ATPase subunit
Sant_4058,Sant_4058,ABC peptide/opine transporter inner membrane subunit,ABC peptide/opine transporter inner membrane subunit
Sant_4059,Sant_4059,Binding-protein-dependent transport systems inner membrane component,Binding-protein-dependent transport systems inner membrane component
Sant_4060,Sant_4060,lactoylglutathione lyase,lactoylglutathione lyase
Sant_4061,Sant_4061,Putative MarR family transcriptional regulator,Putative MarR family transcriptional regulator
gmk,Sant_4062,gmk,Guanylate kinase
rpoZ,Sant_4063,rpoZ,DNA-directed RNA polymerase subunit omega
spoT,Sant_4064,spoT,Bifunctional (p)ppGpp synthetase II/ guanosine-3'5'-bis pyrophosphate 3'-pyrophosphohydrolase
recG,Sant_4065,recG,ATP-dependent DNA helicase
xanP,Sant_4066,xanP,Uracil-xanthine permease
Sant_4067,Sant_4067,hypothetical protein,hypothetical protein
yiiD,Sant_4068,yiiD,Putative acetyltransferase
dtd,Sant_4069,dtd,D-tyrosyl-tRNA deacylase
rbn,Sant_4070,rbn,Ribonuclease BN
yihX,Sant_4071,yihX,Phosphatase
fucP2,Sant_4072,fucP2,L-fucose:H+ symporter permease
deoR,Sant_4073,deoR,DNA-binding transcriptional repressor DeoR family
typA,Sant_4074,typA,Putative GTP-binding elongation factor
glnA,Sant_4075,glnA,Glutamine synthetase
glnL,Sant_4076,glnL,Nitrogen regulation protein NR(II)
glnG,Sant_4077,glnG,Nitrogen regulation protein NR(I)
Sant_4078,Sant_4078,hypothetical protein,hypothetical protein
hemN,Sant_4079,hemN,Oxygen-independent coproporphyrinogen III oxidase SAM and NAD(P)H dependent
Sant_4080,Sant_4080,hypothetical protein,hypothetical protein
engB,Sant_4081,engB,Ribosome biogenesis GTP-binding protein
polA,Sant_4082,polA,DNA polymerase I
dsbA,Sant_4083,dsbA,Periplasmic protein disulfide isomerase I
Sant_4084,Sant_4084,Serine/threonine protein kinase,Serine/threonine protein kinase
Sant_4085,Sant_4085,hypothetical protein,hypothetical protein
mobA,Sant_4086,mobA,Molybdopterin-guanine dinucleotide biosynthesis protein A
mobB,Sant_4087,mobB,Molybdopterin-guanine biosynthesis protein
5S rRNA,Sant_r4088,5S rRNA,5S ribosomal RNA
23S rRNA,Sant_r4089,23S rRNA,23S ribosomal RNA
gltT,Sant_t4090,gltT tRNA,tRNA-Glu
16S rRNA,Sant_r4091,16S rRNA,16S ribosomal RNA
Sant_4092,Sant_4092,GntR family transcriptional regulator,GntR family transcriptional regulator
kup,Sant_4093,kup,Potassium transport protein
ravA,Sant_4094,ravA,Regulatory ATPase
viaA,Sant_4095,viaA,VWA domain protein interacting with AAA ATPase
asnC,Sant_4096,asnC,DNA-binding transcriptional regulator
mioC,Sant_4097,mioC,Flavodoxin
Sant_P0001,Sant_P0001,hypothetical protein,hypothetical protein
Sant_P0002,Sant_P0002,Putative T3SS effector protein,Putative T3SS effector protein
Sant_P0003,Sant_P0003,Putative TetR family transcriptional regulator,Putative TetR family transcriptional regulator
Sant_P0004,Sant_P0004,MFS transporter,MFS transporter
Sant_Pps0005,Sant_Pps0005,Pseudogene,
Sant_Pps0006,Sant_Pps0006,IS element 1/5/6; Frameshifted,
Sant_P0007,Sant_P0007,ISNCY family transposase,ISNCY family transposase
Sant_P0008,Sant_P0008,Alcohol dehydrogenase GroES domain-containing protein,Alcohol dehydrogenase GroES domain-containing protein
Sant_P0009,Sant_P0009,Major facilitator superfamily transporter,Major facilitator superfamily transporter
Sant_P0010,Sant_P0010,Short-chain dehydrogenase/reductase SDR,Short-chain dehydrogenase/reductase SDR
Sant_P0011,Sant_P0011,Lactate-repsonsive GntR family protein,Lactate-repsonsive GntR family protein
Sant_P0012,Sant_P0012,Mandelate racemase/muconate lactonizing protein,Mandelate racemase/muconate lactonizing protein
Sant_P0013,Sant_P0013,Putative hydrolase,Putative hydrolase
Sant_P0014,Sant_P0014,hypothetical protein,hypothetical protein
Sant_P0015,Sant_P0015,hypothetical protein,hypothetical protein
Sant_P0016,Sant_P0016,Alpha/beta fold hydrolase,Alpha/beta fold hydrolase
Sant_P0017,Sant_P0017,hypothetical protein,hypothetical protein
Sant_P0018,Sant_P0018,Leucine-rich repeat protein,Leucine-rich repeat protein
phnF,Sant_P0019,phnF,Transcriptional regulator GntR family
phnG,Sant_P0020,phnG,Phosphonate C-P lyase system protein
phnH,Sant_P0021,phnH,Phosphonate C-P lyase system protein
phnI,Sant_P0022,phnI,Phosphonate C-P lyase system protein
phnJ,Sant_P0023,phnJ,Phosphonate C-P lyase system protein
phnK,Sant_P0024,phnK,Phosphonate C-P lyase system protein
phnL,Sant_P0025,phnL,Phosphonate C-P lyase system protein
phnM,Sant_P0026,phnM,Phosphonate C-P lyase system protein
phnN,Sant_P0027,phnN,Ribose 15-bisphosphokinase
phnP,Sant_P0028,phnP,5-phospho-alpha-D-ribosyl 12-cyclic phosphate phosphodiesterase
phnC,Sant_P0029,phnC,Phosphonate ABC transporter ATPase
phnD,Sant_P0030,phnD,Phosphonate ABC transporter periplasmic phosphonate-binding protein
phnE1,Sant_P0031,phnE1,Phosphonate ABC transporter permease
phnE2,Sant_P0032,phnE2,Phosphonate ABC transporter permease
Sant_P0033,Sant_P0033,MmgE/PrpD family protein,MmgE/PrpD family protein
Sant_P0034,Sant_P0034,Ornithine cyclodeaminase 2,Ornithine cyclodeaminase 2
Sant_P0035,Sant_P0035,ABC transporter ATP binding protein,ABC transporter ATP binding protein
Sant_P0036,Sant_P0036,ABC transporter permease,ABC transporter permease
Sant_P0037,Sant_P0037,Fumarate reductase/succinate dehydrogenase flavoprotein subunit,Fumarate reductase/succinate dehydrogenase flavoprotein subunit
Sant_P0038,Sant_P0038,TauD/TfdA family taurine catabolism dioxygenase,TauD/TfdA family taurine catabolism dioxygenase
Sant_P0039,Sant_P0039,ABC-type Fe3+ transport system substrate binding component,ABC-type Fe3+ transport system substrate binding component
Sant_P0040,Sant_P0040,N-carbamyl-L-cysteine amidohydrolase,N-carbamyl-L-cysteine amidohydrolase
Sant_P0041,Sant_P0041,ABC-type nitrate/sulfonate/bicarbonate transportsystems periplasmic components-like protein,ABC-type nitrate/sulfonate/bicarbonate transportsystems periplasmic components-like protein
Sant_P0042,Sant_P0042,Nitrate/sulfonate/bicarbonate ABC transporter ATPase,Nitrate/sulfonate/bicarbonate ABC transporter ATPase
Sant_P0043,Sant_P0043,ABC-type nitrate/sulfonate transport permease,ABC-type nitrate/sulfonate transport permease
Sant_P0044,Sant_P0044,Nitrate ABC transport permease,Nitrate ABC transport permease
Sant_P0045,Sant_P0045,AMP-binding enzyme family protein 13,AMP-binding enzyme family protein 13
Sant_P0046,Sant_P0046,Phenylacetic acid degradation-related protein,Phenylacetic acid degradation-related protein
Sant_P0047,Sant_P0047,Zinc-binding alcohol dehydrogenase family protein 4,Zinc-binding alcohol dehydrogenase family protein 4
Sant_P0048,Sant_P0048,hypothetical protein,hypothetical protein
Sant_P0049,Sant_P0049,Short-chain dehydrogenase\reductase SDR,Short-chain dehydrogenase\reductase SDR
Sant_P0050,Sant_P0050,AraC family transcriptional regulator,AraC family transcriptional regulator
Sant_P0051,Sant_P0051,Transcriptional regulator LuxR family,Transcriptional regulator LuxR family
Sant_P0052,Sant_P0052,Cytosine permease,Cytosine permease
Sant_P0053,Sant_P0053,Gluconate dehydrogenase subunit,Gluconate dehydrogenase subunit
Sant_P0054,Sant_P0054,Glucose-methanol-choline oxidoreductase,Glucose-methanol-choline oxidoreductase
Sant_P0055,Sant_P0055,Gluconate 2-dehydrogenase,Gluconate 2-dehydrogenase
tadG,Sant_P0056,tadG,Flp pilus assembly protein
tadF,Sant_P0057,tadF,Flp pilus assembly protein
tadE,Sant_P0058,tadE,Flp pilus assembly membrane protein
tadD,Sant_P0059,tadD,Flp pilus assembly protein
tadC,Sant_P0060,tadC,Flp pilus assembly protein C
tadB,Sant_P0061,tadB,Flp pilus assembly protein B
tadA,Sant_P0062,tadA,Tight adherence protein A
tadZ,Sant_P0063,tadZ,Flp operon protein D
rcpA,Sant_P0064,rcpA,Tight adherence secretin
rcpC,Sant_P0065,rcpC,Flp operon protein C
tadV,Sant_P0066,tadV,Flp operon protein B
flp,Sant_P0067,flp,Pilin component protein
Sant_P0068,Sant_P0068,Transcriptional regulatory protein,Transcriptional regulatory protein
Sant_P0069,Sant_P0069,hypothetical protein,hypothetical protein
Sant_P0070,Sant_P0070,GntR family transcriptional regulator,GntR family transcriptional regulator
Sant_P0071,Sant_P0071,Asp\Glu\hydantoin racemase,Asp\Glu\hydantoin racemase
Sant_P0072,Sant_P0072,Peptidase E,Peptidase E
Sant_P0073,Sant_P0073,AroM family protein,AroM family protein
Sant_P0074,Sant_P0074,hypothetical protein,hypothetical protein
Sant_P0075,Sant_P0075,Oligopeptide transporter,Oligopeptide transporter
Sant_P0076,Sant_P0076,Transcriptional regulatory protein IclR family,Transcriptional regulatory protein IclR family
Sant_P0077,Sant_P0077,Putative Fe ABC transporter,Putative Fe ABC transporter
Sant_P0078,Sant_P0078,Putative Fe ABC transporter periplasmic substrate-binding protein,Putative Fe ABC transporter periplasmic substrate-binding protein
Sant_P0079,Sant_P0079,Ferric iron ABC transporter ATP-binding protein,Ferric iron ABC transporter ATP-binding protein
Sant_P0080,Sant_P0080,hypothetical protein,hypothetical protein
Sant_P0081,Sant_P0081,Aldo\keto reductase,Aldo\keto reductase
Sant_P0082,Sant_P0082,Transcriptional regulator LysR family,Transcriptional regulator LysR family
Sant_P0083,Sant_P0083,XRE family transcriptional regulator,XRE family transcriptional regulator
Sant_P0084,Sant_P0084,Ureidoglycolate lyase,Ureidoglycolate lyase
Sant_P0085,Sant_P0085,Beta-lactamase-like protein,Beta-lactamase-like protein
Sant_P0086,Sant_P0086,AraC family transcriptional regulator,AraC family transcriptional regulator
Sant_P0087,Sant_P0087,Short-chain dehydrogenase\reductase SDR,Short-chain dehydrogenase\reductase SDR
Sant_P0088,Sant_P0088,Glycoside hydrolase family 1,Glycoside hydrolase family 1
ascF,Sant_P0089,ascF,Cellobiose\arbutin\salicin-specific transporter
ascG,Sant_P0090,ascG,HTH-type transcriptional repressor
Sant_P0091,Sant_P0091,Alcohol dehydrogenase GroES domain-containing protein,Alcohol dehydrogenase GroES domain-containing protein
Sant_P0092,Sant_P0092,ISNCY family transposase,ISNCY family transposase
Sant_P0093,Sant_P0093,hypothetical protein,hypothetical protein
Sant_P0094,Sant_P0094,ISNCY family transposase,ISNCY family transposase
Sant_Pps0095,Sant_Pps0095,Putative transposase; Truncated,
Sant_P0096,Sant_P0096,hypothetical protein,hypothetical protein
Sant_P0097,Sant_P0097,DNA damage-inducible protein,DNA damage-inducible protein
Sant_P0098,Sant_P0098,Mannonate dehydratase,Mannonate dehydratase
gntP,Sant_P0099,gntP,High-affinity gluconate transporter
Sant_P0100,Sant_P0100,Short-chain dehydrogenase/reductase SDR,Short-chain dehydrogenase/reductase SDR
Sant_P0101,Sant_P0101,AraC family transcriptional regulator,AraC family transcriptional regulator
Sant_P0102,Sant_P0102,Putative invasin attaching and effacing protein,Putative invasin attaching and effacing protein
Sant_P0103,Sant_P0103,hypothetical protein,hypothetical protein
Sant_P0104,Sant_P0104,Putative glycerol kinase,Putative glycerol kinase
Sant_P0105,Sant_P0105,L-fucose isomerase-like protein,L-fucose isomerase-like protein
Sant_P0106,Sant_P0106,Putative transketolase B,Putative transketolase B
Sant_P0107,Sant_P0107,Transketolase subunit A,Transketolase subunit A
Sant_P0108,Sant_P0108,DeoR family transcriptional regulator,DeoR family transcriptional regulator
Sant_P0109,Sant_P0109,Putative inner-membrane translocator,Putative inner-membrane translocator
Sant_P0110,Sant_P0110,Putative sugar ABC transporter,Putative sugar ABC transporter
Sant_P0111,Sant_P0111,Putative lipoprotein,Putative lipoprotein
Sant_P0112,Sant_P0112,ABC transporter periplasmic sugar binding protein,ABC transporter periplasmic sugar binding protein
Sant_P0113,Sant_P0113,O-methyltransferase,O-methyltransferase
Sant_P0114,Sant_P0114,Major facilitator superfamily transporter,Major facilitator superfamily transporter
Sant_P0115,Sant_P0115,LysR family transcriptional regulator,LysR family transcriptional regulator
Sant_P0116,Sant_P0116,Ribosomal protein S6 kinase alpha-5,Ribosomal protein S6 kinase alpha-5
Sant_P0117,Sant_P0117,Short-chain dehydrogenase/reductase SDR,Short-chain dehydrogenase/reductase SDR
Sant_P0118,Sant_P0118,Fe(3+)-transporting ATPase,Fe(3+)-transporting ATPase
Sant_P0119,Sant_P0119,ABC transporter integral membrane protein,ABC transporter integral membrane protein
Sant_P0120,Sant_P0120,ABC transporter integral membrane protein,ABC transporter integral membrane protein
Sant_P0121,Sant_P0121,ABC-type glycine betaine transport periplasmic subunit,ABC-type glycine betaine transport periplasmic subunit
Sant_P0122,Sant_P0122,Histidine ammonia-lyase,Histidine ammonia-lyase
Sant_P0123,Sant_P0123,Formyl-CoA transferase,Formyl-CoA transferase
Sant_P0124,Sant_P0124,3-hydroxyacyl-CoA dehydrogenase NAD-binding protein,3-hydroxyacyl-CoA dehydrogenase NAD-binding protein
Sant_P0125,Sant_P0125,Enoyl-CoA hydratase/isomerase,Enoyl-CoA hydratase/isomerase
Sant_P0126,Sant_P0126,Putative intracellular protease/amidase,Putative intracellular protease/amidase
Sant_P0127,Sant_P0127,ABC transporter-like protein,ABC transporter-like protein
Sant_P0128,Sant_P0128,N-methylhydantoinase B Amino acid transport andmetabolism,N-methylhydantoinase B Amino acid transport andmetabolism
Sant_P0129,Sant_P0129,N-methylhydantoinase A (ATP-hydrolyzing),N-methylhydantoinase A (ATP-hydrolyzing)
Sant_P0130,Sant_P0130,Octopine-binding periplasmic protein precursor,Octopine-binding periplasmic protein precursor
Sant_P0131,Sant_P0131,Octopine ABC transporter,Octopine ABC transporter
Sant_P0132,Sant_P0132,Octopine ABC transporter,Octopine ABC transporter
Sant_P0133,Sant_P0133,Histidine ammonia-lyase,Histidine ammonia-lyase
Sant_P0134,Sant_P0134,RpiR family transcriptional regulator,RpiR family transcriptional regulator
Sant_P0135,Sant_P0135,hypothetical protein,hypothetical protein
Sant_P0136,Sant_P0136,hypothetical protein,hypothetical protein
Sant_P0137,Sant_P0137,Alpha/beta hydrolase,Alpha/beta hydrolase
